family_id,family_name,hypothesis_class,rule_summary,parameter_json
FAM_0083,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0083,hybrid_continuation_fade,"hybrid_continuation_fade using range_breakout, confirmed by ema_alignment, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'ema_alignment', 'position_mode': 'long_only', 'lookback': 20, 'stop_atr': 1.4, 'tp_r': 1.0, 'trail_atr': 0.7, 'time_stop_bars': 15, 'rsi_len': 7, 'rsi_band': 70, 'ema_fast': 12, 'ema_slow': 89, 'throttle_bars': 8, 'risk_per_trade': 0.001, 'volatility_window': 30}"
FAM_0084,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0084,hybrid_continuation_fade,"hybrid_continuation_fade using range_breakout, confirmed by atr_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'atr_filter', 'position_mode': 'long_only', 'lookback': 16, 'stop_atr': 1.8, 'tp_r': 1.5, 'trail_atr': 0.7, 'time_stop_bars': 15, 'rsi_len': 7, 'rsi_band': 65, 'ema_fast': 8, 'ema_slow': 89, 'throttle_bars': 2, 'risk_per_trade': 0.001, 'volatility_window': 20}"
FAM_0085,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0085,hybrid_continuation_fade,"hybrid_continuation_fade using range_breakout, confirmed by vwap_distance, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'vwap_distance', 'position_mode': 'short_only', 'lookback': 30, 'stop_atr': 0.9, 'tp_r': 2.0, 'trail_atr': 1.0, 'time_stop_bars': 25, 'rsi_len': 14, 'rsi_band': 35, 'ema_fast': 12, 'ema_slow': 55, 'throttle_bars': 2, 'risk_per_trade': 0.002, 'volatility_window': 30}"
FAM_0086,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0086,hybrid_continuation_fade,"hybrid_continuation_fade using range_breakout, confirmed by range_percentile, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'range_percentile', 'position_mode': 'long_short', 'lookback': 20, 'stop_atr': 1.1, 'tp_r': 0.8, 'trail_atr': 1.6, 'time_stop_bars': 25, 'rsi_len': 9, 'rsi_band': 75, 'ema_fast': 12, 'ema_slow': 89, 'throttle_bars': 2, 'risk_per_trade': 0.003, 'volatility_window': 50}"
FAM_0087,hybrid_continuation_fade_range_breakout_fixed_stop_fixed_tp_0087,hybrid_continuation_fade,"hybrid_continuation_fade using range_breakout, confirmed by session_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'session_filter', 'position_mode': 'long_short', 'lookback': 12, 'stop_atr': 1.1, 'tp_r': 1.5, 'trail_atr': 0.7, 'time_stop_bars': 15, 'rsi_len': 14, 'rsi_band': 75, 'ema_fast': 8, 'ema_slow': 34, 'throttle_bars': 5, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0088,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0088,short_only_bear_regime,"short_only_bear_regime using range_breakout, confirmed by rsi_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'short_only', 'lookback': 12, 'stop_atr': 1.8, 'tp_r': 1.5, 'trail_atr': 1.3, 'time_stop_bars': 40, 'rsi_len': 14, 'rsi_band': 75, 'ema_fast': 8, 'ema_slow': 55, 'throttle_bars': 13, 'risk_per_trade': 0.001, 'volatility_window': 50}"
FAM_0089,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0089,short_only_bear_regime,"short_only_bear_regime using range_breakout, confirmed by ema_alignment, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'ema_alignment', 'position_mode': 'long_short', 'lookback': 16, 'stop_atr': 0.9, 'tp_r': 1.0, 'trail_atr': 0.7, 'time_stop_bars': 40, 'rsi_len': 9, 'rsi_band': 30, 'ema_fast': 21, 'ema_slow': 34, 'throttle_bars': 5, 'risk_per_trade': 0.003, 'volatility_window': 30}"
FAM_0090,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0090,short_only_bear_regime,"short_only_bear_regime using range_breakout, confirmed by atr_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'atr_filter', 'position_mode': 'long_short', 'lookback': 16, 'stop_atr': 1.4, 'tp_r': 1.2, 'trail_atr': 0.7, 'time_stop_bars': 15, 'rsi_len': 7, 'rsi_band': 30, 'ema_fast': 21, 'ema_slow': 34, 'throttle_bars': 5, 'risk_per_trade': 0.002, 'volatility_window': 30}"
FAM_0091,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0091,short_only_bear_regime,"short_only_bear_regime using range_breakout, confirmed by vwap_distance, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'vwap_distance', 'position_mode': 'long_short', 'lookback': 16, 'stop_atr': 1.4, 'tp_r': 0.8, 'trail_atr': 1.0, 'time_stop_bars': 15, 'rsi_len': 9, 'rsi_band': 70, 'ema_fast': 12, 'ema_slow': 34, 'throttle_bars': 5, 'risk_per_trade': 0.003, 'volatility_window': 20}"
FAM_0092,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0092,short_only_bear_regime,"short_only_bear_regime using range_breakout, confirmed by range_percentile, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'range_percentile', 'position_mode': 'short_only', 'lookback': 20, 'stop_atr': 0.7, 'tp_r': 1.5, 'trail_atr': 1.3, 'time_stop_bars': 40, 'rsi_len': 14, 'rsi_band': 75, 'ema_fast': 12, 'ema_slow': 89, 'throttle_bars': 5, 'risk_per_trade': 0.002, 'volatility_window': 30}"
FAM_0093,short_only_bear_regime_range_breakout_fixed_stop_fixed_tp_0093,short_only_bear_regime,"short_only_bear_regime using range_breakout, confirmed by session_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'session_filter', 'position_mode': 'long_only', 'lookback': 16, 'stop_atr': 1.8, 'tp_r': 1.5, 'trail_atr': 1.0, 'time_stop_bars': 60, 'rsi_len': 9, 'rsi_band': 75, 'ema_fast': 8, 'ema_slow': 89, 'throttle_bars': 2, 'risk_per_trade': 0.002, 'volatility_window': 20}"
FAM_0094,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0094,long_only_expansion,"long_only_expansion using range_breakout, confirmed by rsi_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'rsi_filter', 'position_mode': 'short_only', 'lookback': 8, 'stop_atr': 0.7, 'tp_r': 1.2, 'trail_atr': 1.6, 'time_stop_bars': 40, 'rsi_len': 14, 'rsi_band': 35, 'ema_fast': 21, 'ema_slow': 89, 'throttle_bars': 8, 'risk_per_trade': 0.003, 'volatility_window': 30}"
FAM_0095,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0095,long_only_expansion,"long_only_expansion using range_breakout, confirmed by ema_alignment, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'ema_alignment', 'position_mode': 'short_only', 'lookback': 8, 'stop_atr': 0.9, 'tp_r': 1.2, 'trail_atr': 0.7, 'time_stop_bars': 60, 'rsi_len': 14, 'rsi_band': 30, 'ema_fast': 8, 'ema_slow': 34, 'throttle_bars': 2, 'risk_per_trade': 0.003, 'volatility_window': 30}"
FAM_0096,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0096,long_only_expansion,"long_only_expansion using range_breakout, confirmed by atr_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'atr_filter', 'position_mode': 'long_only', 'lookback': 8, 'stop_atr': 1.8, 'tp_r': 0.8, 'trail_atr': 1.6, 'time_stop_bars': 15, 'rsi_len': 9, 'rsi_band': 70, 'ema_fast': 21, 'ema_slow': 89, 'throttle_bars': 13, 'risk_per_trade': 0.003, 'volatility_window': 50}"
FAM_0097,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0097,long_only_expansion,"long_only_expansion using range_breakout, confirmed by vwap_distance, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'vwap_distance', 'position_mode': 'long_only', 'lookback': 20, 'stop_atr': 0.7, 'tp_r': 1.0, 'trail_atr': 1.6, 'time_stop_bars': 40, 'rsi_len': 14, 'rsi_band': 70, 'ema_fast': 21, 'ema_slow': 55, 'throttle_bars': 5, 'risk_per_trade': 0.001, 'volatility_window': 30}"
FAM_0098,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0098,long_only_expansion,"long_only_expansion using range_breakout, confirmed by range_percentile, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'range_percentile', 'position_mode': 'long_only', 'lookback': 8, 'stop_atr': 1.8, 'tp_r': 1.5, 'trail_atr': 1.0, 'time_stop_bars': 15, 'rsi_len': 7, 'rsi_band': 30, 'ema_fast': 8, 'ema_slow': 34, 'throttle_bars': 2, 'risk_per_trade': 0.001, 'volatility_window': 50}"
FAM_0099,long_only_expansion_range_breakout_fixed_stop_fixed_tp_0099,long_only_expansion,"long_only_expansion using range_breakout, confirmed by session_filter, gated by uptrend_only, exited via fixed_stop_fixed_tp.","{'entry_block': 'range_breakout', 'exit_block': 'fixed_stop_fixed_tp', 'regime_block': 'uptrend_only', 'confirmation': 'session_filter', 'position_mode': 'short_only', 'lookback': 16, 'stop_atr': 0.9, 'tp_r': 2.0, 'trail_atr': 1.0, 'time_stop_bars': 25, 'rsi_len': 14, 'rsi_band': 65, 'ema_fast': 12, 'ema_slow': 89, 'throttle_bars': 8, 'risk_per_trade': 0.003, 'volatility_window': 50}"
